title,imdb_id,release_year_movie,movie_rating,duration_movie,average_star_rating_movie,vote_count_movie,review_text,book_authors,average_rating_book,num_pages_book,ratings_count_book,publication_date_book,publisher_book
The Sicilian,tt0093966,1987,R,1h 55m,5.4,5700,"For entertainment value, Cimino&#39;s &#39;The Sicilian&#39; does not deliver in the Hollywood sense. That&#39;s good in my opinion.It viewed some where between documentary and romantic fairy tale. Maybe to many, the latter choice would be more appropriate. I&#39;d place Sicilian, Salvatore Giuliano or Lambert&#39;s portrayal smack in the middle. That&#39;s because even after doing much research I&#39;m still not sure who the real character was. Probably, no one really knows for sure.The plot moves along fine except for the opening flashback from Turturro&#39;s cell. Cimino should have axed the scene first cut. The inclusion of the American governess did not help the story line either. In fact, she, the actress gave an unconvincing and unflattering portrayal of Americans (the rich ones) living abroad. At times she swore like a trooper. Most of the film she sounded and looked like a hooker in communist garb, designer that is. I was so glad when she fell off the reel.The rest of supporting cast was complementary. Giuliano&#39;s accomplices were good enough and just bad enough to add intrigue. Even the crotchety old professor was a good fit as interlocutor between Giuliano, his loyal band of unhappy bandits, the fickle mob and the stripe changing church.The film&#39;s one weakness is the behind the scene&#39;s love affair between the Mafia Don and Giuliano. I found it confusing. Do competing mobsters profess such unrequited love? Perhaps they do in Sicily.If you&#39;re looking for something in the genre of the non-stop murderous mobster films, then give this one a miss. However, if you are fascinated with Sicily and their mysterious culture, &#39;The Sicilian&#39; will give you some good glimpses of the stunning mountain terrain, cosmopolitan Palermo and its people both big and small, good and bad.",Mario Puzo,3.97,416,16557,5/1/01,Ballantine Books
Patriot Games,tt0105112,1992,R,1h 57m,6.8,125000,"If I were to make a quick summary of this movie, it would be &quot;a good, but not great, action flick.&quot;  I don&#39;t think this movie was intended to be innovative, to be great, to be memorable.  What it was intended to be was entertaining, and it lived up to this expectation.Harrison Ford is the master of remaining as low-key as possible.  He has had so many films where he can over-emphasize, over-dramatize, and simply over-act.  Ford has the maturity to keep this from happening, and he does so again in this film.  Ford is supported quite well with such actors/actresses as James Earl Jones (reprising his role as Greer from The Hunt for Red October), Samuel L. Jackson, and Anne Archer.  For an action flick, acting is much above average.It was also suspenseful...thrilling.  I thought the ending had a nice build-up and climax.  I realize this is different from the book&#39;s ending...but remember, these are two different visions...not the same one. This brings up a big point in movie-watching:  Comparing a movie to a book is the worst thing you can do.  They are two completely different genres. More importantly, as I said before, they are two different visions.I&#39;m not a big action fan.  I used to be, but anymore most stories are the same.  To this end I would say Patriot Games is fairly mainstream. However, it was always fun to watch and sometimes thrilling to watch.  I&#39;m also not a big Tom Clancy fan, but I&#39;ve given the movies based off his books a shot because again they are different visions.  The result is (at least with Patriot Games) a good film to watch on a Saturday night with a bowl of popcorn.  Don&#39;t expect great things, but don&#39;t expect to be disappointed, either.Rating:  7/10",Tom Clancy,4.14,503,170797,5/1/92,Berkley
Word of Honor,tt0369059,2003,,1h 31m,6.4,612,A very good TNT original movie made for TV. A former Army Lieutenant(Don Johnson) sees his world falling apart when allegations that his platoon slaughtered innocent civilians thirty years ago in a hospital massacre. Jeanne Tripplehorn plays the Army Major prosecutor. The defending attorney is played flawlessly by Arlin Howard. Also in the cast is Sharon Lawrence as the Lieutenant&#39;s lovely wife; John Heard as the platoon member &quot;blowing the whistle&quot; and Johnson&#39;s son Jesse plays the young Lieutenant in Vietnam. Good courtroom drama. Well worth watching. It&#39;s also nice seeing Johnson letting go of some of the ego. He is aging nicely and still can command a scene.,Nelson DeMille,4.17,880,8296,9/1/98,Grand Central Publishing
The Handmaid's Tale,tt0099731,1990,R,1h 48m,6.0,12000,"This is a nightmare vision of the future. It seems 1 out of every 100 women is fertile (for some reason). The ones who aren&#39;t perform slave labor. The ones that are are &quot;sold&quot; off to rich families where they have sex with the husband to produce a baby. Kate (the late and missed Natasha Richardson) is one such servant to Serena Joy (Faye Dunaway) and her husband the Commander (Robert Duvall). Kate wants out--but it seems there&#39;s no way.The synopsis only scratches the surface of a VERY dark and disturbing movie. It slowly shows how women are treated and used and it just gets more horrifying as it unfolds. The parallels to Hitler&#39;s Nazi Germany are fairly obvious but here we have barren women instead of Jews and gays. The good acting by everybody makes this hard to shake off. Aidan Quinn (as Nick) and Duvall are OK; Victoria Tennant is chilling as a leader of the camps; Elizabeth McGovern is just great as a fellow prisoner who befriends Kate; Dunaway is also very good in her role. Best of all is Richardson. This couldn&#39;t have been an easy role but she pulls it off beautifully. She died at far too young an age. This is basically an unknown movie and it&#39;s easy to see why--it&#39;s far too dark and disturbing for a general audience. However the ending is (sort of) uplifting (and changed from the book). Grim, dark and depressing. View it at your own risk. The ceremony sequences are almost impossible to watch and shocked the hell out of me the first time I saw this.",Margaret Atwood/Valerie Martin,4.11,350,2102,10/17/06,Everyman's Library
The Wizard of Oz,tt0032138,1939,G,1h 42m,8.1,450000,"Fantastic tale about a Kansas farm girl who&#39;s spirited off to the wondrous land of Oz. The film still tingles with freshness and beauty. Garland is forever memorable as Dorothy Gale, the young girl and the supporting performances of Bolger, Lahr,Haley, Hamilton and Morgan are all stand out and will remain national treasures. The superb songs of E.Y. Harburg and Harold Arlen are still beautifully blended with the lovely photography, cinematography and art direction. Unforgettable!!!",Salman Rushdie/Richard Maltby/Melvyn Bragg,4.0,69,749,5/27/92,British Film Institute
One Flew Over the Cuckoo's Nest,tt0073486,1975,R,2h 13m,8.7,1100000,"I went into this film with the knowledge that it had been the second film in history to win the &#39;top five&#39; Oscars (for Best Picture, Best actor, Best actress, Best director and best screenplay) and has been praised as &quot;one of Jack Nicholson&#39;s finest roles&quot; and &quot;one of the classics of the 70&#39;s&quot;. Naturally, after hearing all this, I had high expectations for One Flew over the Cuckoo&#39;s Nest. But nonetheless, I was surprised at how easily the film surpassed my expectations and easily led me to understand how it merited all that praise.Based on the novel by Ken Kesey, the story follows Randle Patrick McMurphy (Jack Nicholson), who, in an attempt to get out of spending more time in prison, pleads insanity for his crime, and is therefore sentenced to time in a mental institution. This was McMurphy&#39;s intention, as he believes the conditions in a &quot;crazy house&quot; will be significantly easier to contend with than another harsh stay in prison. However, he quickly finds out that surviving the institution with it&#39;s desolate patients (including Christopher Lloyd, Danny DeVito, Vincent Schiavelli and an absolutely brilliant Brad Dourif as the stuttering Billy Bibbit) and the monstrously repressive Nurse Ratchet (Louise Fletcher, in a career defining role) is considerably harder than he imagined. McMurphy plays pranks, horseplay, and is generally defiant to the rules of the institution in an attempt to raise spirits. His constant optimism and reckless defiance to the out of date rules in the institution can be very uplifting, and often quite funny as well, but much of the movie can be very depressing - the generally decrepit state of the institution is a consistently (and intentionally) bleak background to a superb story with a truly bittersweet ending.Jack Nicholson is at his best here, head and shoulders above other excellent performances such as in &#39;Chinatown&#39; or &#39;As Good as it Gets&#39;. McMurphy is an apparently unquenchable optimist, refusing to succumb to the defeated spirit of all the other patients. His livewire antics, inspiring the patients are generally uplifting, and when his indomitable spirit is finally broken, we really feel for him and his fellow patients. Nicholson conveys the essence of McMurphy to perfection, demonstrating his excellent understanding and interpretation of the character. When McMurphy announces that he is going to lift a huge stone fountain and hurl it through the window to escape, the other patients are so caught up in his intoxicating spirit of freedom that they honestly believe he can do it, despite the fact it would be impossible for a man much stronger than him. When McMurphy finally discovers that despite his best efforts, he cannot lift the fountain, he is so openly crushed that we can&#39;t help but feel for him. Beneath the frequent profanities and livewire antics, there are real human emotions, which come across as truly touching.What can be said about One Flew over the Cuckoo&#39;s Nest which hasn&#39;t already been said? It has an excellent storyline, top notch acting, painfully bleak visuals, perfectly setting the tone for the movie, and alternates between being truly uplifting to devastatingly depressing. It features perhaps the most memorable film ending ever, next to a man on his horse riding off into the sunset, and leaves the viewer beaten down by the conflicting emotions, unaware what to think of the picture next to reveling in it&#39;s glorious entirety. It&#39;s hard to produce a final outcome any better than this.-10/10",Ken Kesey,4.2,272,1120,2/1/63,Signet
To Kill a Mockingbird,tt0056592,1962,Approved,2h 9m,8.3,343000,"TO KILL A MOCKINGBIRD is presented like a play in three acts. It is also from the children&#39;s perspective. Through the kids, we find that racism is a learned attitude or feeling. We also see a delightful coming of age drama as the young kids realize that there is no Boogeyman down the street and their father is capable of doing a lot more than they think. The great Gregory Peck plays Atticus Finch, a pillar of nobility, social conscience, and, rare for 1930&#39;s Americana, a single parent. Peck is such a strong presence, you believe everything about him. It is something you can compare to America&#39;s trust in TV anchorman Walter Cronkite. We always took his word for it.Act one puts Atticus in the background and allows the kids to flourish. Director Robert Mulligan was able to get such realistic performances from non-professional kids. They are amusing and fun to watch. The big mystery lies in the house down the street in this small Georgia town. Who is the monstrous, &quot;6 and a half feet big&quot; legend living in the end house? Some light suspense ensues, while the buildup to a stirring act two is happening. Atticus must defend an African-American man for the alleged rape of a white woman.After threats galore, an unshaken Peck takes to the courtroom jungle in, without a doubt, one of the top 5 court scenes in motion picture history. Brock Peters lends the film its best moments as the accused &quot;negro&quot; on trial. This man has a face chiseled with suffering and deep, deep sorrow. We know Atticus is a good man, a decent human being with a soul. He sees this in his client as well, and in a closing argument that must have roused the civil rights movement, implores the jury to vote justice. An all-male, all-white jury in the 1930&#39;s were tough listeners. Peters&#39; breakdown on the stand is one of the most realistic, emotionally saddening moments you&#39;ll ever see, especially in Hollywood films of the 1960&#39;s. The scene when Peck leaves the courtroom is now legendary as well.Act three produces a tragic death, an unlikely hero, and the bringing together of a family. The filmmakers have such a passion for the material, they seem to handle it with gentleness. Racism is a hard-boiled subject and it is depicted and dealt with through grace and patience. TO KILL A MOCKINGBIRD poses the injustice of race relations in the 1930&#39;s as a front for the events happening in the 1960&#39;s. The film came out during turbulent times and was also an adaption of a literary classic. I am one to judge a film solely by film only. The book is a separate art form and should not be compared to the film, an art form itself. It is important, it is enlightening, and it has not aged. Watch it.RATING: 9 of 10",Harper Lee,4.27,323,10524,7/5/05,Harper Perennial Modern Classics
The Princess Bride,tt0093779,1987,PG,1h 38m,8.0,466000,"A boy (Fred Savage) is home sick, and to his dismay, his grandfather (Peter Falk) has come to read him a fairy tale. It&#39;s the story of the beautiful Buttercup (Robin Wright) who falls for farmboy &quot;As you wish&quot; Westley (Cary Elwes). He goes off to make his fortune, but after news of his death, Buttercup is being married off to Prince Humperdinck (Chris Sarandon). Then the princess bride gets kidnapped by three rogues (Wallace Shawn, Mandy Patinkin, André the Giant).This is possibly the best fairy tale reimagining ever. Peter Falk&#39;s feign indifference narration sets off the great adventure, and Fred Savage has just the best balance. Director Rob Reiner has put together all the fairy tale snippets and create something even better. The characters are memorable. And who could forget the fun that Wallace Shawn has choosing the poison drink. Mandy Patinkin is absolutely amazing as the swordsman seeking revenge from the six finger man. And there will never be another André the Giant.",William Goldman,4.26,456,703676,7/15/03,Ballantine Books
Shutter Island,tt1130884,2010,R,2h 18m,8.2,1500000,"I originally saw this film when it came out but couldn&#39;t remember it well enough to give it a rating or write a review, so a rewatch was in order. I viewed the film through the lens of already knowing the plot twist, which made it a whole different experience. The ending will be remembered throughout film history as one that showed just how viciously a well written script can flip an audience over. This really is a film you should see twice.",Dennis Lehane,4.09,369,134985,4/27/04,HarperTorch
Stand by Me,tt0092005,1986,R,1h 29m,8.1,464000,"If you grew up in the world before WiFi, a higher fidelity world depending on your circumstances as a child, there&#39;s a good chance that a lot of your growing up was done outside, with a group of pals, mates, friends or chums - who all sought to share what they knew, and discover together what they did not.There&#39;s no coming of age so to speak, as we continually discover as we get older, but whatever it is that we do become, we generally do it without the bonds and support that were so crucial during our formative days and quite often end up aimlessly drifting, nostalgic for the past and the shared experience of growing up, with those we would have entrusted our lives, our souls, our hearts and our minds to - albeit with the occasional minor squabble thrown in for good measure.If I&#39;m ringing some bells then this film is definitely for you.",Raynold Gideon,4.32,96,1436,6/1/86,Columbia Pictures Pubns
Casino Royale,tt0061452,1967,Approved,2h 11m,5.0,34000,"Casino Royale has some outstanding elements. The production design is worth a 10. There are beautiful, often provocatively dressed or relatively undressed women everywhere you look. Many of its segments are funny; it&#39;s even occasionally hilarious.The problem arose in putting all of it together. And with at least five directors and at least ten writers, it&#39;s not difficult to see why. The whole is a mess. There is little in the way of overarching plot. Most threads are just completely abandoned after awhile.The story, which is very loosely based on Ian Fleming&#39;s James Bond novel Casino Royale (published in 1953--it&#39;s the first Bond novel), is a spoof of the typical adventure featuring the infamous secret agent. The real Bond (David Niven) went into retirement when his skills were at their peak. This Bond is quite different than the Bond we know--he is almost chaste, he&#39;s a homebody, he dedicates each evening&#39;s twilight to playing Debussy on the piano, and so on. Casino Royale has it that the Bond we know from other films is a decoy.A group of older men, representing the secret agencies of the US, the UK, Russia and France, are on their way to the real Bond&#39;s home to ask for his assistance. It seems that someone has been trying to wipe out as many secret agents as they can. While they&#39;re pitching the idea of coming out of retirement to Bond, they&#39;re attacked. Bond&#39;s house is blown up, and he (implicitly) agrees to the assignment. Casino Royale is the story of the real Bond trying to get to the bottom of the sinister agent-wipeout plan. Part of carrying that out involves changing the identity of nearly every spy to James Bond--if the real Bond is to work unimpeded, he can&#39;t always be worrying about being killed by the criminal mastermind.Each director worked on a different segment in relative isolation from the rest. This went so far as having their own portions of the script written. The problem was that despite Eon Productions (the production company behind most of the Bond films) not owning the rights to Casino Royale, they had used many of the &quot;bits&quot; in other Bond films. So there wasn&#39;t much of the book left to adapt. In addition, it was felt that a serious alternative Bond film couldn&#39;t compete against the Albert R. Broccoli/Harry Saltzman-produced films. So Casino Royale producers Jerry Bresler, John Dark and Charles K. Feldman had different writer/director teams create their own, parodic Bond segments that would be loosely tied together--it was almost a filmic version of the &quot;Exquisite Corpse&quot; game, in which you fold a piece of paper so that you can&#39;t see other persons&#39; work, and you have to continue the drawing on your section with only a couple visual anchors.Each segment features a different set of stars--the primary sets centering on Niven, Woody Allen, and Peter Sellers with Ursula Andress and Orson Welles. Those are all great actors, and great comedians in at least two cases. They all do a bit of their own schtick--in some cases, they demanded this. Woody does his neurotic New York Jew character, Peter Sellers rides the gray area between bumbling buffoon and suave playboy, with a couple generic Indian and Chinese impersonations thrown in for good measure, Orson Welles does his best Paul Masson Wine-pitching &quot;elder statesman&quot; demeanor, and also throws in a few of his more famous magic tricks. All of this stuff is good, but does it work as a unified film? No. And if that&#39;s not enough evidence for you, consider that the segments were further chopped up into set-pieces. There&#39;s the &quot;M&quot;, or McTarry funeral stuff, the Niven car chase stuff, the Sellers/Andress romance stuff, and so on. Each set piece ends up being largely independent--you could almost see this as a series of skits on a similar theme. These facts make Casino Royale not quite work. It&#39;s certainly no match for a legitimate Bond film, despite the similarity of location-hopping, outrageous villains, spy gadgets and so on.But, in isolation, the segments tend to be good to excellent. The stretch with Bond visiting the faux M widow is probably the funniest. It also presages the Sir Robin section of Monty Python and the Holy Grail (1975), but bests it in a way, if only because of its extension. The madcap ending of the film is a lot of fun for its embrace of absurdism as a supreme aesthetic disposition--and it may have even influenced some later films. And the segments with the trippiest visuals, both in the climax, are a fantastic treat for any fan of surrealism. They&#39;re good enough to watch the film just to see them. The production design is incredible throughout the film. Not just for the surrealism, but the lush Edwardian and Victorian interiors, complete with copies and works in similar styles to unique, influential artists such as Gustav Klimt and Otto Dix.If we felt like being overly generous, we might be able to argue that the overarching mess of a plot was part of the point. This is a spoof of Bond, after all, and Bond novels and films tend to have sprawling plots--both geographically and narratively. We do travel to many exotic locales, meet many exotic people, doing exotic things, and we receive many plot intricacies and twists in both the typical Bond story and in Casino Royale. However, Bond films aren&#39;t quite convoluted or messy enough to deserve this kind of spoofing, so excusing the messiness of the whole to parodic intent seems an over-ambitious stretch.Casino Royale is worth seeing, particularly if you&#39;re a big Bond fan or a big fan of any of the cast, or even if you just like a lot of late 1960s/early 1970s big, madcap comedies. Just don&#39;t expect anything like a tight story.",Ian Fleming,3.73,181,48961,8/27/02,Penguin
Fahrenheit 451,tt0360556,2018,,1h 40m,5.0,24000,"...I&#39;ll keep this brief.Bradbury would not be happy with this film.
Bradbury appreciators are not and never will be happy with this film.
Where is Mildred? Where is Faber? Where is the Hound?
Who tore the beating heart out of a fine parable and crushed it?
What possessed them?
When did they sell their souls to the devil?
How did they manage to get Bradbury&#39;s or his estate&#39;s blessing for this cartoon?
Why, oh, why was that blessing given?This film embodies everything Bradbury warned us about.&quot;Lecture&#39;s over.&quot;",Ray Bradbury/Christopher Hurt,3.99,5,483,11/1/05,Blackstone Audiobooks
